Date,companyid,DayOpen,DayClose
2020-10-13,0,166.85658800375,165.200912475586
2020-10-14,0,165.577640871152,166.955718994141
2020-10-15,0,164.625885881621,167.629898071289
2020-10-16,0,168.482527538075,169.503692626953
2020-10-19,0,169.553264844142,168.09587097168
2020-10-20,0,169.037718620427,169.483856201172
2020-10-21,0,168.879079921926,167.719116210938
2020-10-22,0,168.185095411911,169.24592590332
2020-10-23,0,170.445532538356,168.343719482422
2020-10-26,0,166.241892468813,164.734939575195
2020-10-27,0,163.089166553432,159.64892578125
2020-10-28,0,158.439400616583,157.170379638672
2020-10-29,0,156.75398195142,157.120803833008
2020-10-30,0,156.972094261134,158.588119506836
2020-11-02,0,160.798989095108,161.542556762695
2020-11-03,0,163.446080646876,164.09049987793
2020-11-04,0,161.354175459493,158.786392211914
2020-11-05,0,160.769249630529,161.800323486328
2020-11-06,0,162.256382417447,161.621871948242
2020-11-09,0,172.636579138534,162.028335571289
2020-11-10,0,163.773256876428,167.689376831055
2020-11-11,0,169.265741997932,167.7587890625
2020-11-12,0,166.707866415134,165.617309570313
2020-11-13,0,166.479844034836,168.333801269531
2020-11-16,0,171.139525854323,172.368896484375
2020-11-17,0,171.55592716289,172.150787353516
2020-11-18,0,173.00341177277,169.929992675781
2020-11-19,0,170.570007324219,171.610000610352
2020-11-20,0,171.5,172.889999389648
2020-11-23,0,173.759994506836,174.139999389648
2020-11-24,0,175,177.080001831055
2020-11-25,0,176.839996337891,177.119995117188
2020-11-27,0,177.820007324219,176.889999389648
2020-11-30,0,175.770004272461,172.729995727539
2020-12-01,0,174.220001220703,170.520004272461
2020-12-02,0,170.259994506836,171.850006103516
2020-12-03,0,171.039993286133,171.830001831055
2020-12-04,0,172.130004882813,172.460006713867
2020-12-07,0,171.720001220703,170.149993896484
2020-12-08,0,169.740005493164,172.460006713867
2020-12-09,0,172.669998168945,175.289993286133
2020-12-10,0,174.869995117188,173.490005493164
2020-12-11,0,172.300003051758,174.020004272461
2020-12-14,0,175.669998168945,173.080001831055
2020-12-15,0,174.389999389648,174.679992675781
2020-12-16,0,174.610000610352,175.410003662109
2020-12-17,0,176,176.649993896484
2020-12-18,0,176.759994506836,176.419998168945
2020-12-21,0,173.610000610352,175.660003662109
2020-12-22,0,175.050003051758,174.779998779297
2020-12-23,0,175.300003051758,173.990005493164
2020-12-24,0,174.419998168945,174.520004272461
2020-12-28,0,175.309997558594,174.710006713867
2020-12-29,0,175.550003051758,173.850006103516
2020-12-30,0,173.880004882813,174.110000610352
2020-12-31,0,174.119995117188,174.789993286133
2021-01-04,0,175,171.869995117188
2021-01-05,0,172.009994506836,171.580001831055
2021-01-06,0,172.720001220703,174.190002441406
2021-01-07,0,171.559997558594,169.720001220703
2021-01-08,0,169.169998168945,166.619995117188
2021-01-11,0,166.100006103516,165.199996948242
2021-01-12,0,165.899993896484,166.509994506836
2021-01-13,0,167.270004272461,166.883407592773
2020-10-13,1,165.360000610352,162.139999389648
2020-10-14,1,162.699996948242,163.240005493164
2020-10-15,1,161.009994506836,164.240005493164
2020-10-16,1,171.220001220703,167.350006103516
2020-10-19,1,169.089996337891,167.110000610352
2020-10-20,1,168.289993286133,167.240005493164
2020-10-21,1,166.440002441406,163.860000610352
2020-10-22,1,164.699996948242,169.070007324219
2020-10-23,1,169.990005493164,167.360000610352
2020-10-26,1,164.949996948242,160.830001831055
2020-10-27,1,159.160003662109,155.240005493164
2020-10-28,1,153,148.139999389648
2020-10-29,1,148.029998779297,148.289993286133
2020-10-30,1,147.199996948242,144.389999389648
2020-11-02,1,145.75,148.600006103516
2020-11-03,1,151.830001831055,153.649993896484
2020-11-04,1,153.169998168945,151.630004882813
2020-11-05,1,152.479995727539,157.089996337891
2020-11-06,1,156.330001831055,157.740005493164
2020-11-09,1,179,179.360000610352
2020-11-10,1,182.800003051758,188.690002441406
2020-11-11,1,189.889999389648,182.149993896484
2020-11-12,1,178.949996948242,176.720001220703
2020-11-13,1,179,187.110000610352
2020-11-16,1,194.559997558594,202.399993896484
2020-11-17,1,200.25,210.050003051758
2020-11-18,1,223.020004272461,203.300003051758
2020-11-19,1,200.449996948242,205.669998168945
2020-11-20,1,204.589996337891,199.619995117188
2020-11-23,1,203.240005493164,211.529998779297
2020-11-24,1,219.429992675781,218.490005493164
2020-11-25,1,217.710006713867,217.610000610352
2020-11-27,1,218.25,216.5
2020-11-30,1,215.699996948242,210.710006713867
2020-12-01,1,214.309997558594,213.009994506836
2020-12-02,1,213.009994506836,223.850006103516
2020-12-03,1,228.300003051758,237.199996948242
2020-12-04,1,236.360000610352,232.710006713867
2020-12-07,1,238.5,238.169998168945
2020-12-08,1,238.699996948242,236.570007324219
2020-12-09,1,238.639999389648,232.059997558594
2020-12-10,1,228.100006103516,234.429992675781
2020-12-11,1,232.820007324219,230.330001831055
2020-12-14,1,235,228.619995117188
2020-12-15,1,230,229.5
2020-12-16,1,229.330001831055,225.869995117188
2020-12-17,1,227.240005493164,221.240005493164
2020-12-18,1,222.050003051758,219.75
2020-12-21,1,212.339996337891,219.309997558594
2020-12-22,1,223.279998779297,218.779998779297
2020-12-23,1,219.550003051758,219.690002441406
2020-12-24,1,219.619995117188,217.149993896484
2020-12-28,1,218.190002441406,216.089996337891
2020-12-29,1,218.300003051758,216.25
2020-12-30,1,216.360000610352,216.669998168945
2020-12-31,1,216.240005493164,214.059997558594
2021-01-04,1,210,202.720001220703
2021-01-05,1,204.740005493164,211.630004882813
2021-01-06,1,210.220001220703,211.029998779297
2021-01-07,1,213.389999389648,212.710006713867
2021-01-08,1,213.610000610352,209.899993896484
2021-01-11,1,203.029998779297,206.789993286133
2021-01-12,1,206.649993896484,208.410003662109
2021-01-13,1,207.149993896484,207.460006713867
2020-10-13,2,160.738207151608,161.135772705078
2020-10-14,2,161.672500187973,162.616729736328
2020-10-15,2,159.297009615668,164.038040161133
2020-10-16,2,166.234631347656,167.725524902344
2020-10-19,2,167.715584957715,166.512924194336
2020-10-20,2,167.178853156276,167.964065551758
2020-10-21,2,168.779085359402,166.383712768555
2020-10-22,2,166.960196206078,168.630004882813
2020-10-23,2,169.369995117188,168.589996337891
2020-10-26,2,166.639999389648,163.199996948242
2020-10-27,2,160.960006713867,157.910003662109
2020-10-28,2,153.800003051758,151.160003662109
2020-10-29,2,150.600006103516,154.669998168945
2020-10-30,2,153.960006713867,157.050003051758
2020-11-02,2,159.199996948242,163.270004272461
2020-11-03,2,165,167.690002441406
2020-11-04,2,159.179992675781,155.229995727539
2020-11-05,2,157.669998168945,163.089996337891
2020-11-06,2,163.940002441406,161.289993286133
2020-11-09,2,174.029998779297,170.820007324219
2020-11-10,2,171.899993896484,172.300003051758
2020-11-11,2,172.380004882813,169.460006713867
2020-11-12,2,168.830001831055,169.130004882813
2020-11-13,2,170.300003051758,171.710006713867
2020-11-16,2,175,173.190002441406
2020-11-17,2,172.169998168945,171.910003662109
2020-11-18,2,172.039993286133,172.740005493164
2020-11-19,2,172.5,172.899993896484
2020-11-20,2,172.449996948242,172.229995727539
2020-11-23,2,173.759994506836,174.779998779297
2020-11-24,2,176.25,176.899993896484
2020-11-25,2,176.460006713867,174.630004882813
2020-11-27,2,174.410003662109,175.080001831055
2020-11-30,2,173.610000610352,173.589996337891
2020-12-01,2,175.389999389648,173.259994506836
2020-12-02,2,173.259994506836,173.869995117188
2020-12-03,2,173.869995117188,174.630004882813
2020-12-04,2,175.919998168945,182.210006713867
2020-12-07,2,180.389999389648,178.710006713867
2020-12-08,2,177.660003662109,178.839996337891
2020-12-09,2,179.619995117188,180.070007324219
2020-12-10,2,179.240005493164,178.850006103516
2020-12-11,2,176.990005493164,179.289993286133
2020-12-14,2,180.600006103516,178.050003051758
2020-12-15,2,179.929992675781,181.740005493164
2020-12-16,2,180.850006103516,179.5
2020-12-17,2,180.669998168945,179.169998168945
2020-12-18,2,180.070007324219,180.960006713867
2020-12-21,2,176.940002441406,180.160003662109
2020-12-22,2,179.289993286133,176.580001831055
2020-12-23,2,177.449996948242,178.419998168945
2020-12-24,2,179.449996948242,179.559997558594
2020-12-28,2,180.479995727539,178.369995117188
2020-12-29,2,179.169998168945,176.649993896484
2020-12-30,2,179.770004272461,180.039993286133
2020-12-31,2,180.25,182.020004272461
2021-01-04,2,183,182.149993896484
2021-01-05,2,181.210006713867,183.639999389648
2021-01-06,2,187.149993896484,193.860000610352
2021-01-07,2,196.850006103516,194.229995727539
2021-01-08,2,193.850006103516,194.259994506836
2021-01-11,2,191.559997558594,193.860000610352
2021-01-12,2,194.679992675781,197.539993286133
2021-01-13,2,198.789993286133,198.259994506836
2020-10-13,3,173.118333887939,170.749450683594
2020-10-14,3,172.282260378561,172.660491943359
2020-10-15,3,170.261734536611,171.804504394531
2020-10-16,3,172.491288607507,174.044006347656
2020-10-19,3,173.77526117621,170.789260864258
2020-10-20,3,171.665155077697,172.451461791992
2020-10-21,3,171.784586064164,172.063278198242
2020-10-22,3,172.799833529593,176.024719238281
2020-10-23,3,177.16935213773,174.720825195313
2020-10-26,3,172.391744035117,169.375885009766
2020-10-27,3,168.251154379999,165.97184753418
2020-10-28,3,161.761597835879,160.407943725586
2020-10-29,3,159.661444285088,163.831893920898
2020-10-30,3,160.786161313265,164.180252075195
2020-11-02,3,168.410411189254,172.799835205078
2020-11-03,3,174.710883185941,178.373718261719
2020-11-04,3,175.616629025764,178.075103759766
2020-11-05,3,179.548200077544,182.424713134766
2020-11-06,3,182.673543009852,183.410095214844
2020-11-09,3,203.943815711239,196.070739746094
2020-11-10,3,198.479446010983,201.037445068359
2020-11-11,3,201.35596407596,198.360000610352
2020-11-12,3,197.550003051758,197.240005493164
2020-11-13,3,198.839996337891,201.539993286133
2020-11-16,3,205.990005493164,208.589996337891
2020-11-17,3,206.910003662109,205.330001831055
2020-11-18,3,204.5,201.110000610352
2020-11-19,3,201.279998779297,202.720001220703
2020-11-20,3,201.770004272461,202
2020-11-23,3,203.649993896484,204.580001831055
2020-11-24,3,208.300003051758,207.889999389648
2020-11-25,3,208,207.679992675781
2020-11-27,3,207.669998168945,209.410003662109
2020-11-30,3,207.169998168945,203.919998168945
2020-12-01,3,207.089996337891,206.199996948242
2020-12-02,3,205.990005493164,208
2020-12-03,3,206.610000610352,208.220001220703
2020-12-04,3,209.389999389648,212.679992675781
2020-12-07,3,211.509994506836,211.100006103516
2020-12-08,3,210.320007324219,212.070007324219
2020-12-09,3,212.839996337891,212.240005493164
2020-12-10,3,210.25,211.970001220703
2020-12-11,3,209.550003051758,214.630004882813
2020-12-14,3,216,211.850006103516
2020-12-15,3,214,214.169998168945
2020-12-16,3,213.389999389648,210.309997558594
2020-12-17,3,210.949996948242,211.940002441406
2020-12-18,3,212.289993286133,210.039993286133
2020-12-21,3,205.630004882813,210.660003662109
2020-12-22,3,210.570007324219,207.940002441406
2020-12-23,3,209.610000610352,209.990005493164
2020-12-24,3,210.529998779297,209.529998779297
2020-12-28,3,211,209.940002441406
2020-12-29,3,211.399993896484,209.130004882813
2020-12-30,3,210,210.949996948242
2020-12-31,3,211,212.699996948242
2021-01-04,3,212.839996337891,207.949996948242
2021-01-05,3,206.979995727539,208.460006713867
2021-01-06,3,209.449996948242,212.259994506836
2021-01-07,3,212.889999389648,212.610000610352
2021-01-08,3,212.800003051758,210.029998779297
2021-01-11,3,208.110000610352,208.360000610352
2021-01-12,3,207.860000610352,208.880004882813
2021-01-13,3,208.279998779297,207.869995117188
2020-10-13,4,105.519996384633,104.643074035645
2020-10-14,4,105.011779369074,104.443771362305
2020-10-15,4,103.078563004372,104.065101623535
2020-10-16,4,104.284332878427,104.543426513672
2020-10-19,4,104.762655292813,102.111953735352
2020-10-20,4,102.580311557244,102.779609680176
2020-10-21,4,102.809502388811,101.075584411621
2020-10-22,4,101.344636517523,104.423843383789
2020-10-23,4,100.278376006154,100.627159118652
2020-10-26,4,99.4213822270657,96.5414810180664
2020-10-27,4,97.2789001886161,94.5982971191406
2020-10-28,4,91.6386728123613,91.2799301147461
2020-10-29,4,91.0906012126152,90.7517852783203
2020-10-30,4,90.4827309661256,90.9211883544922
2020-11-02,4,92.6351815449656,93.0736465454102
2020-11-03,4,94.4189247688144,95.9535446166992
2020-11-04,4,93.6715482391809,96.0631637573242
2020-11-05,4,96.8703246857483,97.7671813964844
2020-11-06,4,98.175749832014,96.3521499633789
2020-11-09,4,110.153748428322,116.959884643555
2020-11-10,4,118.175620310158,115.544845581055
2020-11-11,4,115.524918081113,110.731727600098
2020-11-12,4,109.436265794617,110.711791992188
2020-11-13,4,111.947454002703,114.588195800781
2020-11-16,4,118.683838371074,118.255340576172
2020-11-17,4,116.561283756397,116.072998046875
2020-11-18,4,116.531390530579,113.8408203125
2020-11-19,4,113.382430089935,113.741172790527
2020-11-20,4,113.342565371857,112.186622619629
2020-11-23,4,113.840822447861,115.684356689453
2020-11-24,4,118.58418741276,119.969329833984
2020-11-25,4,119.08244045333,120.158668518066
2020-11-27,4,120.108844591337,120.168632507324
2020-11-30,4,119.610591840176,118.175621032715
2020-12-01,4,119.899577204413,119.510940551758
2020-12-02,4,118.863211616163,121.902557373047
2020-12-03,4,122.420735625067,122.689796447754
2020-12-04,4,123.9154969317,124.603088378906
2020-12-07,4,124.074935474673,123.506927490234
2020-12-08,4,122.042067627379,123.088394165039
2020-12-09,4,122.849233970788,121.264793395996
2020-12-10,4,120.29817925385,121.414260864258
2020-12-11,4,119.690314940788,119.809898376465
2020-12-14,4,121.304653713379,116.949920654297
2020-12-15,4,118.374923529063,118.683837890625
2020-12-16,4,118.514435266663,118.584190368652
2020-12-17,4,118.992760184491,118.564262390137
2020-12-18,4,118.175616210901,117.099395751953
2020-12-21,4,115.365471793496,116.003242492676
2020-12-22,4,115.784011025885,114.149742126465
2020-12-23,4,115.375441346517,116.541351318359
2020-12-24,4,116.521426044549,116.939956665039
2020-12-28,4,117.637512028323,117.946426391602
2020-12-29,4,118.823350609776,117.727195739746
2020-12-30,4,117.836810538108,119.012687683105
2020-12-31,4,119.291706804951,120.487518310547
2021-01-04,4,120.876159328374,117.627548217773
2021-01-05,4,117.846777154653,118.255340576172
2021-01-06,4,120.577197806286,122.629997253418
2021-01-07,4,124.099998474121,121.660003662109
2021-01-08,4,122.069999694824,121.779998779297
2021-01-11,4,120.419998168945,121.059997558594
2021-01-12,4,122,121.620002746582
2021-01-13,4,121.599998474121,123.074996948242
2020-10-13,5,212.849824734903,209.667175292969
2020-10-14,5,212.720543131935,210.084899902344
2020-10-15,5,208.443845047682,207.469161987305
2020-10-16,5,207.190679351237,205.09211730957
2020-10-19,5,206.265717004103,204.574935913086
2020-10-20,5,205.579460408166,206.902252197266
2020-10-21,5,206.265722141118,201.810012817383
2020-10-22,5,202.098428489,204.286499023438
2020-10-23,5,205.639128464865,203.928451538086
2020-10-26,5,201.392293955547,200.049606323242
2020-10-27,5,198.915774413206,194.619186401367
2020-10-28,5,190.272886278355,188.741241455078
2020-10-29,5,188.77108365374,188.91032409668
2020-10-30,5,188.482635777078,188.015182495117
2020-11-02,5,190.959144551517,189.168899536133
2020-11-03,5,192.888634525825,196.856994628906
2020-11-04,5,195.186104580737,196.797317504883
2020-11-05,5,198.567672287902,201.859741210938
2020-11-06,5,203.23225016647,200.1689453125
2020-11-09,5,213.327229583362,213.764831542969
2020-11-10,5,214.08311026701,216.291076660156
2020-11-11,5,217.454733097526,216.867935180664
2020-11-12,5,214.053264605432,213.347106933594
2020-11-13,5,214.679863615829,217.892349243164
2020-11-16,5,222.318213364226,221.174453735352
2020-11-17,5,218.827254170543,223.432144165039
2020-11-18,5,223.780247589666,223.084045410156
2020-11-19,5,223.084044293804,223.352584838867
2020-11-20,5,221.791097243198,222.139205932617
2020-11-23,5,224.83450497994,227.589492797852
2020-11-24,5,229.847194868228,236.212493896484
2020-11-25,5,233.726045574458,235.257690429688
2020-11-27,5,235.715203186274,234.123870849609
2020-11-30,5,230.792034010595,229.330001831055
2020-12-01,5,231.960006713867,232.080001831055
2020-12-02,5,232.080001831055,237.649993896484
2020-12-03,5,237.289993286133,235.470001220703
2020-12-04,5,237.699996948242,239.580001831055
2020-12-07,5,238.539993286133,238.449996948242
2020-12-08,5,237.009994506836,238.839996337891
2020-12-09,5,240,242.820007324219
2020-12-10,5,240,244.399993896484
2020-12-11,5,240.809997558594,239.990005493164
2020-12-14,5,243.279998779297,237.789993286133
2020-12-15,5,239.5,242.429992675781
2020-12-16,5,243.559997558594,243.770004272461
2020-12-17,5,245,244.429992675781
2020-12-18,5,245.389999389648,242.130004882813
2020-12-21,5,250.289993286133,256.980010986328
2020-12-22,5,256.859985351563,250.089996337891
2020-12-23,5,251.5,256.450012207031
2020-12-24,5,257.040008544922,256.160003662109
2020-12-28,5,257.809997558594,259.589996337891
2020-12-29,5,260.260009765625,258.010009765625
2020-12-30,5,258.809997558594,259.450012207031
2020-12-31,5,258.799987792969,263.709991455078
2021-01-04,5,267,265
2021-01-05,5,263.880004882813,270.929992675781
2021-01-06,5,276.290008544922,285.549987792969
2021-01-07,5,287.769989013672,291.649993896484
2021-01-08,5,292,290.079986572266
2021-01-11,5,286.799987792969,293.829986572266
2021-01-12,5,297.140014648438,302.209991455078
2021-01-13,5,300.079986572266,302.394989013672
2020-10-13,6,102.263522454706,100.059394836426
2020-10-14,6,100.307608579898,99.5034027099609
2020-10-15,6,98.3914067608394,100.99267578125
2020-10-16,6,100.684896228016,100.7841796875
2020-10-19,6,100.873535571609,99.0864105224609
2020-10-20,6,99.5927599823295,99.6523361206055
2020-10-21,6,99.6424040195214,98.6594848632813
2020-10-22,6,98.6098360068888,102.144378662109
2020-10-23,6,102.759952755225,103.067733764648
2020-10-26,6,101.916027422506,100.516105651855
2020-10-27,6,99.7913292284944,98.6197662353516
2020-10-28,6,96.8028510416447,95.8497161865234
2020-10-29,6,95.4327243645097,96.475212097168
2020-10-30,6,97.2099215187689,97.3389892578125
2020-11-02,6,98.6793364715458,99.5331878662109
2020-11-03,6,102.283382502381,102.670600891113
2020-11-04,6,100.277825181918,99.5331878662109
2020-11-05,6,100.337397484205,103.603874206543
2020-11-06,6,104.27900694672,102.223808288574
2020-11-09,6,112.350884278845,116.064140319824
2020-11-10,6,116.51091862592,115.686851501465
2020-11-11,6,116.054210833797,113.959297180176
2020-11-12,6,111.725381843582,112.559379577637
2020-11-13,6,113.87986713259,113.264305114746
2020-11-16,6,116.947775088145,116.461280822754
2020-11-17,6,114.564932123793,115.27978515625
2020-11-18,6,116.500986182194,114.425933837891
2020-11-19,6,113.363588894025,114.73371887207
2020-11-20,6,113.611802720653,113.750801086426
2020-11-23,6,115.220220122357,117.027206420898
2020-11-24,6,119.211470693398,122.438232421875
2020-11-25,6,120.502178539255,121.157455444336
2020-11-27,6,121.127670193651,120.353248596191
2020-11-30,6,119.141968809704,117.037124633789
2020-12-01,6,119.479535545834,118.883827209473
2020-12-02,6,118.844116475488,121.167388916016
2020-12-03,6,120.978739227767,120.373100280762
2020-12-04,6,121.604246418893,121.465240478516
2020-12-07,6,120.283753558389,121.008529663086
2020-12-08,6,120.174535430866,121.127670288086
2020-12-09,6,122.289307855152,120.184471130371
2020-12-10,6,119.132045077765,119.410041809082
2020-12-11,6,118.089554261462,118.705116271973
2020-12-14,6,120.472388747373,117.454132080078
2020-12-15,6,118.43705220886,119.459686279297
2020-12-16,6,119.439832737701,119.807182312012
2020-12-17,6,120.39296613982,118.814331054688
2020-12-18,6,118.288122334899,118.228553771973
2020-12-21,6,122.289307688195,122.666595458984
2020-12-22,6,122.507728703191,120.800025939941
2020-12-23,6,121.902093336519,124.175720214844
2020-12-24,6,124.195570350119,123.62964630127
2020-12-28,6,124.920357843951,124.443786621094
2020-12-29,6,125.297635959033,124.116149902344
2020-12-30,6,124.592713676309,124.463645935059
2020-12-31,6,124.195576808977,126.161422729492
2021-01-04,6,126.588343592233,124.970001220703
2021-01-05,6,124.98999786377,125.650001525879
2021-01-06,6,129.880004882813,131.550003051758
2021-01-07,6,135.690002441406,135.869995117188
2021-01-08,6,135.970001220703,136.020004272461
2021-01-11,6,134.580001831055,138.050003051758
2021-01-12,6,139.440002441406,140.220001220703
2021-01-13,6,138.589996337891,139.705001831055
2020-10-13,7,114.784118359258,112.18058013916
2020-10-14,7,112.05139701831,111.325981140137
2020-10-15,7,109.885099586744,111.932151794434
2020-10-16,7,112.081211452046,112.607879638672
2020-10-19,7,112.79668773744,111.137176513672
2020-10-20,7,114.853675176302,117.367774963379
2020-10-21,7,117.755324707031,124.214477539063
2020-10-22,7,122.545034618127,125.347312927246
2020-10-23,7,126.629207058818,125.178382873535
2020-10-26,7,123.071703357715,120.776222229004
2020-10-27,7,120.25948561195,118.341613769531
2020-10-28,7,116.443621010452,120.736473083496
2020-10-29,7,120.279362684688,121.690437316895
2020-10-30,7,120.905405206536,119.951438903809
2020-11-02,7,122.296608915971,123.141265869141
2020-11-03,7,124.711333389212,125.546051025391
2020-11-04,7,121.928928978943,122.624534606934
2020-11-05,7,123.250575234954,126.708709716797
2020-11-06,7,127.036629594402,126.20191192627
2020-11-09,7,137.579950318342,133.436157226563
2020-11-10,7,134.429882567947,135.50309753418
2020-11-11,7,135.234781257327,134.111892700195
2020-11-12,7,133.138035391745,131.567962646484
2020-11-13,7,132.929369850401,133.783966064453
2020-11-16,7,136.934037993335,135.433517456055
2020-11-17,7,135.224848661592,134.191375732422
2020-11-18,7,134.588872187747,133.525588989258
2020-11-19,7,132.283445432964,133.028732299805
2020-11-20,7,132.114516382485,133.704467773438
2020-11-23,7,134.708114501387,133.783966064453
2020-11-24,7,135.9403250681,135.532897949219
2020-11-25,7,134.708121453043,135.165237426758
2020-11-27,7,134.827351689241,133.595153808594
2020-11-30,7,132.32320311014,128.835250854492
2020-12-01,7,131.677271463494,132.571624755859
2020-12-02,7,131.746845741959,133.197662353516
2020-12-03,7,132.909497978032,134.241073608398
2020-12-04,7,134.688237677832,135.304351806641
2020-12-07,7,133.774024607934,133.058547973633
